Masterfile,StateCode,ORICODE,Group,Division,Month,Year,Offense Code,Occurences,Arrest Code A,Arrest Counter A,Arrest Code B,Arrest Counter B,Arrest Code C,Arrest Counter C,Arrest Code D,Arrest Counter D,Arrest Code E,Arrest Counter E,Arrest Code F,Arrest Counter F,Arrest Code G,Arrest Counter G,Arrest Code H,Arrest Counter H,Arrest Code I,Arrest Counter I,Arrest Code J,Arrest Counter J,Arrest Code K,Arrest Counter K,Arrest Code L,Arrest Counter L,Arrest Code M,Arrest Counter M,Arrest Code N,Arrest Counter N,Arrest Code O,Arrest Counter O,Arrest Code P,Arrest Counter P,Arrest Code Q,Arrest Counter Q,Arrest Code R,Arrest Counter R,Arrest Code S,Arrest Counter S
3,29,NJ00906,1C,2,5,12,16,2,35,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00906,1C,2,7,12,16,7,18,1,31,1,34,2,36,1,38,1,45,5,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00906,1C,2,8,12,16,7,29,1,30,1,35,1,36,2,45,1,46,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00906,1C,2,9,12,16,6,17,1,30,3,31,1,36,1,45,2,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00906,1C,2,10,12,16,5,11,1,14,1,32,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00907,4,2,2,12,16,4,35,1,36,1,38,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00907,4,2,9,12,16,4,38,1,39,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00907,4,2,10,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00908,3,2,2,12,16,4,39,2,41,1,43,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00909,5,2,5,12,16,2,33,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00909,5,2,6,12,16,6,30,1,33,1,35,1,36,1,45,3,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00910,3,2,3,12,16,3,19,1,37,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00910,3,2,4,12,16,4,16,1,36,1,38,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ00912,3,2,1,12,16,3,10,1,38,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01107,4,2,1,12,16,3,39,1,42,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01107,4,2,4,12,16,3,35,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01107,4,2,7,12,16,3,37,1,40,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01107,4,2,9,12,16,4,38,1,39,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01107,4,2,10,12,16,2,39,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01111,3,2,2,12,16,9,11,1,12,1,13,1,14,2,15,3,18,1,20,1,45,4,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01111,3,2,7,12,16,7,16,1,17,1,36,3,37,1,38,2,39,1,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01111,3,2,9,12,16,5,36,2,38,1,39,1,45,2,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01204,4,2,3,12,16,4,16,1,29,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01204,4,2,10,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01205,2,2,9,12,16,5,14,1,34,1,36,1,45,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01205,2,2,10,12,16,8,14,1,17,3,37,1,38,4,39,3,45,8,46,2,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01214,3,2,1,12,16,3,14,1,17,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01217,3,2,8,12,16,2,34,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01218,5,2,2,12,16,4,16,1,35,1,46,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01221,4,2,5,12,16,6,15,1,29,1,36,4,43,1,45,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,2,12,16,4,28,1,31,1,46,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,3,12,16,2,36,2,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,4,12,16,7,31,1,36,1,37,1,38,1,45,1,46,2,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,5,12,16,5,33,1,36,1,38,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,6,12,16,8,9,1,14,1,15,1,29,1,35,1,38,1,45,5,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,7,12,16,2,35,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,8,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,9,12,16,4,35,1,38,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,10,12,16,3,36,1,39,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01225,2,2,11,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01230,7,2,3,12,16,4,15,1,40,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01303,5,2,1,12,16,2,17,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01303,5,2,6,12,16,2,40,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01303,5,2,9,12,16,3,16,1,39,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01307,6,2,9,12,16,2,10,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01322,6,2,3,12,16,3,14,1,37,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01322,6,2,5,12,16,2,8,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01328,4,2,4,12,16,3,38,1,41,1,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01328,4,2,11,12,16,4,39,1,40,2,41,2,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01331,3,2,3,12,16,2,17,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01334,4,2,1,12,16,2,5,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01337,4,2,3,12,16,4,18,1,37,1,45,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01340,5,2,5,12,16,4,15,1,30,1,31,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01340,5,2,8,12,16,3,18,1,39,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01343,7,2,1,12,16,2,37,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01403,6,2,1,12,16,3,17,1,42,2,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01408,5,2,1,12,16,4,14,1,18,1,36,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01412,5,2,12,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01422,5,2,7,12,16,3,17,1,36,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01423,6,2,9,12,16,2,41,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01429,3,2,5,12,16,2,14,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01431,5,2,1,12,16,2,40,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01507,3,2,10,12,16,2,34,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01514,3,2,1,12,16,3,16,1,39,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01514,3,2,7,12,16,3,14,3,37,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01514,3,2,8,12,16,4,18,1,36,1,37,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01526,6,2,9,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01600,9D,2,1,12,16,3,5,2,6,1,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01600,9D,2,4,12,16,6,36,2,37,3,39,1,40,1,45,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01602,3,2,1,12,16,3,14,1,39,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01602,3,2,2,12,16,3,12,1,13,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01602,3,2,7,12,16,3,37,1,39,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01602,3,2,10,12,16,4,8,1,12,2,15,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01602,3,2,11,12,16,3,36,2,37,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01604,5,2,5,12,16,2,39,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01607,3,2,4,12,16,5,39,3,40,1,42,1,45,4,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01607,3,2,9,12,16,7,19,1,36,1,39,1,40,1,41,1,45,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01607,3,2,10,12,16,2,41,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01607,3,2,11,12,16,8,20,1,37,1,38,1,39,1,41,1,43,1,45,2,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,2,12,16,12,5,3,18,1,19,1,36,2,37,4,38,1,39,3,40,2,45,10,46,4,49,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,4,12,16,5,36,2,37,2,41,1,45,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,5,12,16,3,39,1,40,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,7,12,16,2,38,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,8,12,16,8,33,1,36,1,37,1,38,1,39,2,40,1,45,3,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,9,12,16,7,14,1,33,1,35,1,36,2,37,2,45,6,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01608,2,2,10,12,16,4,39,3,40,2,45,1,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01615,4,2,8,12,16,2,8,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01804,5,2,4,12,16,4,22,1,36,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ01810,4,2,11,12,16,2,3,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,1,12,16,6,17,1,18,1,36,1,38,1,45,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,2,12,16,6,11,1,30,1,37,1,40,2,45,2,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,3,12,16,6,17,1,30,1,39,1,41,1,45,3,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,4,12,16,7,18,1,36,1,37,1,38,1,39,1,45,4,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,5,12,16,6,12,1,16,1,32,1,37,1,39,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,6,12,16,7,15,1,16,1,36,1,38,1,39,1,45,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,7,12,16,4,12,1,38,1,45,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,8,12,16,9,12,1,13,1,19,1,31,1,35,1,37,3,40,1,45,3,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,9,12,16,3,30,1,35,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,10,12,16,10,10,1,17,1,30,2,31,1,33,1,34,1,36,2,39,2,45,6,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,11,12,16,7,14,1,17,2,30,3,32,1,36,1,45,5,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02004,2,2,12,12,16,3,31,1,33,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,1,12,16,2,40,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,2,12,16,2,36,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,3,12,16,2,36,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,6,12,16,3,38,1,40,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,8,12,16,5,17,1,38,1,41,1,45,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,9,12,16,6,36,1,39,1,40,3,41,1,45,3,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,10,12,16,6,17,1,36,2,39,1,40,1,41,1,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,NJ02012,3,2,11,12,16,3,38,1,39,2,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
